,blockNumber,collectedFeesToken0,collectedFeesToken1,depositedToken0,depositedToken1,id,liquidity,owner,withdrawnToken0,withdrawnToken1,position_amountCollectedUSD,position_amountDepositedUSD,position_amountWithdrawnUSD,position_collectedFeesToken0,position_collectedFeesToken1,position_collectedToken0,position_collectedToken1,position_depositedToken0,position_depositedToken1,position_id,position_liquidity,position_owner,position_tickLower,position_tickUpper,position_withdrawnToken0,position_withdrawnToken1,position_token0.id,position_token1.id,transaction_blockNumber,eventType,event_amount,event_amount0,event_amount1,event_amountUSD,event_timestamp,price_0,price_1,assignedLiq,assignedDetails,initialValue,HODLValue,finalValue,event_fees0,event_fees1,lossVersusHODLFees,lossVersusHODLExact,lossVersusHODLEst,weightedDurationSeconds,IL_initial,IL_final,absolute_return,relative_return,event_feesUSD,relativeBurnSize,IL_annualized,IL_total_abs,IL_total_rel
0,12592780,0.0,0.0,500,0.13826642012629369,40149#12592780,629934245248786,0x137d9174d3bd00f2153dcc0fe7af712d3876a71e,0,0,836.4315475328336,851.1420687513504,799.1544367019109,18.498227,0.007949476319429746,18.498227,0.346247499105423719,500,0.13826642012629369,40149,0,0x137d9174d3bd00f2153dcc0fe7af712d3876a71e,197700,198240,0,0.338298022785993973,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12592780,mint,629934245248786.0,500.0,0.1382664201262937,851.1420687513504,1623140679,1.0,2531.7128,629934245248786.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.71052121851676,-0.01728327356688821,0.0,,-0.9143289891197359,-27.17885708571464,-0.03193222152159251
1,12625974,18.498227,0.007949476319429745,500,0.13826642012629369,40149#12625974,0,0x137d9174d3bd00f2153dcc0fe7af712d3876a71e,0,0.338298022785993973,836.4315475328336,851.1420687513504,799.1544367019109,18.498227,0.007949476319429746,18.498227,0.346247499105423719,500,0.13826642012629369,40149,0,0x137d9174d3bd00f2153dcc0fe7af712d3876a71e,197700,198240,0,0.338298022785993973,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,12625974,burn,629934245248786.0,0.0,0.33829802278599397,799.1544367019109,1623585053,1.0,2360.1775,629934245248786.0,"[(0, 629934245248786.0)]",850.0508656439154,826.3332937876255,798.4433816739902,18.498227,0.007949476319429745,10.081545060186258,-27.17885708571464,-27.88991211363532,444374.0,-0.031973212644312285,-0.034009517857250544,-14.71052121851676,-0.01728327356688821,37.2604021459009,1.0,-0.9143289891197359,-27.17885708571464,-0.03193222152159251
