id;owner;pool_id;position_amountCollectedUSD;position_amountDepositedUSD;position_amountWithdrawnUSD;position_id;position_liquidity;position_withdrawnToken0;position_withdrawnToken1;position_token0.id;position_token1.id;event_amount;event_amount0;event_amount1;event_amountUSD;event_timestamp;price_0;price_1;initialValue;HODLValue;finalValue;event_fees0;event_fees1;lossVersusHODLFees;lossVersusHODLExact;lossVersusHODLEst;weightedDurationSeconds;IL_initial;IL_final;absolute_return;relative_return;IL_total_abs;IL_total_rel;IL_annualized;relativeBurnSize;IL_formula;IL_formula_total;IL_annualized_total;IL_fees;event_feesUSD;price0_lower;price1_lower;price0_upper;price1_upper;IL_formula_annualized;average_mint_price0;average_mint_price1;priceQuotient0;priceQuotient1
103262#13701045;0xfc36ecaebfc07b838f3a249f851f4157ec788ebc;0x4585fe77225b41b697c938b018e2ac67ac5a20c0;349530,326145;332181,748276;339592,630634;103262;0;4.80148368;48.82141285141313176;0x2260fac5e5542a773aa44fbcfedf7c193bc2c599;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;491274910876199,0;2,43397;6,245897;158390,470453;1638084153;54615,7469;4074,9426;150602,907235;162145,296717;158384,747123;0,036534;0,518626;31,613536;-3754,826264;-3760,549594;5313566,03926;-0,024932;-0,023706;17348,577868;0,052226;-9616,396119;-0,028949;-0,132802;0,466413;-0,000385;-0,009358;-0,149127;0,0002;3786,4398;12,489291;0,049994;20,002315;0,080069;-0,002282;16356,13545;1198,295232;0,981928;1,018405
103262#14597115;0xfc36ecaebfc07b838f3a249f851f4157ec788ebc;0x4585fe77225b41b697c938b018e2ac67ac5a20c0;349530,326145;332181,748276;339592,630634;103262;0;4.80148368;48.82141285141313176;0x2260fac5e5542a773aa44fbcfedf7c193bc2c599;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;195858421047188,0;0,988615;2,246214;46586,786654;1650122644;40186,5344;3019,2179;46209,652861;47559,18253;46510,822747;0,006313;0,0867;-456,090003;-972,395876;-1048,359783;3315083,0;-0,021043;-0,020873;17348,577868;0,052226;-9616,396119;-0,028949;-0,181923;0,137184;-0,022079;-0,009358;-0,149127;-0,00979;516,305872;12,489291;0,049994;20,002315;0,080069;-0,191466;41589,005;2717,7284;0,869788;1,149705
103262#16023302;0xfc36ecaebfc07b838f3a249f851f4157ec788ebc;0x4585fe77225b41b697c938b018e2ac67ac5a20c0;349530,326145;332181,748276;339592,630634;103262;0;4.80148368;48.82141285141313176;0x2260fac5e5542a773aa44fbcfedf7c193bc2c599;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;336000900065692,0;1,378899;8,225557;30752,496619;1669092983;15717,2237;1101,8363;53626,120038;31678,010668;30735,679682;0,074718;1,114605;2383,945397;-925,514049;-942,330987;13924022,497058;-0,017259;-0,030096;17348,577868;0,052226;-9616,396119;-0,028949;-0,066913;0,090557;-0,003983;-0,009358;-0,149127;0,07752;3309,459447;12,489291;0,049994;20,002315;0,080069;-0,009004;187,554365;13,951428;1,061085;0,942431
103262#19569209;0xfc36ecaebfc07b838f3a249f851f4157ec788ebc;0x4585fe77225b41b697c938b018e2ac67ac5a20c0;349530,326145;332181,748276;339592,630634;103262;0;4.80148368;48.82141285141313176;0x2260fac5e5542a773aa44fbcfedf7c193bc2c599;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;342120391404736,0;0,0;32,103745;103862,876908;1712074271;65491,59;3260,5805;81344,318686;107826,536837;104676,84353;0,018042;0,336153;-1638,169538;-3963,659929;-3149,693307;6051252,275902;-0,048727;-0,038162;17348,577868;0,052226;-9616,396119;-0,028949;-0,183653;0,305845;-0,018927;-0,009358;-0,149127;-0,015772;2325,490391;12,489291;0,049994;20,002315;0,080069;-0,094849;11658,767097;659,153888;1,135598;0,880593
103579#17451700;0x637cfd8b636c7508ff508c2923ea20c82e00f98b;0x4585fe77225b41b697c938b018e2ac67ac5a20c0;6052,605365;7557,560818;5300,857089;103579;0;0.11851023;1.295287606773174344;0x2260fac5e5542a773aa44fbcfedf7c193bc2c599;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;20386086637549,0;0,11851;1,295288;5300,857089;1686423563;25695,3289;1740,3838;7557,266978;5303,992164;5299,456905;0,01383;0,198229;748,6132;-3,135075;-4,535259;55569295,677546;-0,000415;-0,000591;-1504,955454;-0,199132;-3,135075;-0,000415;-0,000336;1,0;-0,002532;-0,002532;-0,000336;0,141225;751,748275;10,266451;0,040932;24,430638;0,097405;-0,001439;357,088684;25,754389;1,06484;0,939108
104894#13426256;0x1b34fc39002e5a0fe57aa159a02bcdea38fc7b8a;0x4585fe77225b41b697c938b018e2ac67ac5a20c0;9267,168113;9592,900096;7502,249552;104894;0;0.12696154;1.832090863668255453;0x2260fac5e5542a773aa44fbcfedf7c193bc2c599;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;3383008355769,0;0,00617;0,207287;1172,298391;1634350087;61373,118;3840,6808;765,201995;1186,986047;1174,808604;0,005121;0,073924;582,175518;-14,687656;-12,177443;6183030,0;-0,019194;-0,012529;-325,731984;-0,033956;-21,730443;-0,002265;-0,062324;0,15626;-0,008817;-0,001411;-0,010255;0,49661;596,863174;11,483093;0,053673;18,63146;0,087085;-0,044194;37928,9173;2596,3198;1,09385;0,914202
104894#17382682;0x1b34fc39002e5a0fe57aa159a02bcdea38fc7b8a;0x4585fe77225b41b697c938b018e2ac67ac5a20c0;9267,168113;9592,900096;7502,249552;104894;0;0.12696154;1.832090863668255453;0x2260fac5e5542a773aa44fbcfedf7c193bc2c599;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;38904596091347,0;0,120791;1,624804;6329,951161;1685582675;27234,2137;1875,5274;8799,822941;6336,993948;6337,020904;0,021775;0,307275;1161,0126;-7,042787;0,026956;57415618,0;-0,0008;-0,001113;-325,731984;-0,033956;-21,730443;-0,002265;-0,000612;0,84374;-4e-05;-0,001411;-0,010255;0,183416;1168,055387;11,483093;0,053673;18,63146;0,087085;-2,2e-05;37928,9173;2596,3198;0,993983;1,006053
105259#14734077;0xaf8e929fcab0244b3cced000f4c37cd9a6afcc35;0x4585fe77225b41b697c938b018e2ac67ac5a20c0;9894,820214;9900,658012;8626,923227;105259;0;0.1663099;1.133578744335204438;0x2260fac5e5542a773aa44fbcfedf7c193bc2c599;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;53883229846503,0;0,16631;1,133579;8626,923227;1651985447;34458,6942;2538,9272;9782,091093;8653,633121;8608,895894;0,017114;0,240722;1241,187093;-26,709894;-44,737227;23774741,0;-0,00273;-0,003096;-5,837798;-0,00059;-26,709894;-0,002698;-0,004108;1,0;-0,005364;-0,005364;-0,004108;0,143874;1267,896987;12,059748;0,057911;17,268005;0,08292;-0,007114;40158,9655;2784,6562;0,941104;1,062582
106905#14977778;0x9a4a667d0f6e6567a843ca4b853ae0157c220a47;0x4585fe77225b41b697c938b018e2ac67ac5a20c0;7778,302921;16805,926464;6356,571625;106905;0;0;5.786463040680015158;0x2260fac5e5542a773aa44fbcfedf7c193bc2c599;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;58380564910760,0;0,0;5,786463;6356,571625;1655448254;20865,8465;1101,4016;16932,398095;6981,057407;6373,219651;0,020733;0,295832;797,245515;-624,485782;-607,837755;26168965,474183;-0,036881;-0,098243;-9027,623543;-0,537169;-624,485782;-0,037159;-0,117241;1,0;-0,155143;-0,155143;-0,117241;0,125421;1421,731296;11,143733;0,053352;18,743579;0,089737;-0,183969;3262,718547;259,095669;1,504426;0,664705
107136#14943228;0xaba59201c6f4a6bee722ff8109b867b0ec551d83;0x4585fe77225b41b697c938b018e2ac67ac5a20c0;954,483594;1425,491916;860,856941;107136;0;0.00286538;0.467007164483170769;0x2260fac5e5542a773aa44fbcfedf7c193bc2c599;0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2;11629980351871,0;0,002865;0,467007;860,856941;1654935396;29280,3288;1570,6862;1426,882017;942,919699;817,420977;0,001714;0,026164;11,563895;-82,062758;-125,498722;26516882,0;-0,057512;-0,095327;-471,008322;-0,330418;-82,062758;-0,057568;-0,112392;1,0;-0,144359;-0,144359;-0,112392;0,013433;93,626653;14,394763;0,05564;17,97269;0,06947;-0,169345;44308,7303;3101,6878;1,304954;0,76631
