blockNumber,collectedFeesToken0,collectedFeesToken1,depositedToken0,depositedToken1,feeGrowthInside0LastX128,feeGrowthInside1LastX128,id,liquidity,owner,withdrawnToken0,withdrawnToken1,position_amountCollectedUSD,position_amountDepositedUSD,position_amountWithdrawnUSD,position_collectedFeesToken0,position_collectedFeesToken1,position_collectedToken0,position_collectedToken1,position_depositedToken0,position_depositedToken1,position_feeGrowthInside0LastX128,position_feeGrowthInside1LastX128,position_id,position_liquidity,position_owner,position_tickLower,position_tickUpper,position_withdrawnToken0,position_withdrawnToken1,pool_feeGrowthGlobal0X128,pool_feeGrowthGlobal1X128,transaction_blockNumber,burns_amount,burns_amount0,burns_amount1,burns_amountUSD,burns_id,collects_amount0,collects_amount1,collects_amountUSD,collects_id,mints_amount,mints_amount0,mints_amount1,mints_amountUSD,mints_id,mints_timestamp
12926327,0,0,449290.101662,201.11179069196916674,298372230100605811519854909016269,127622934606392813464616270840020407002057,100030#12926327,180885386570888954,0xd7c9f3010efdff665ee72580ffa7b4141e56b17e,0,0,951354.1609709653743635981176638031,919685.6280678538178471938890634107,946302.5128140832409404598427452285,3184.941752,0.71961260793294109,917133.193195,13.192133376114115582,449290.101662,201.11179069196916674,304363756219040577362449977008877,128976672938359201466642792682597681583663,100030,0,0x700eced5732bdbceab66e3967c7c20e45e8ea508,197640,199800,913948.251443,12.472520768181174492,3582607365135480390676883681194631,1634939067671736303909366302196754439311047,12926327,,,,,,,,,,180885386570888954,449290.101662,201.11179069196916674,919685.6280678538178471938890634107,0x2922b905a29505b6dd427c29e389d1a2efab4b91a15272fbd99fed894a5b3d16#171199,1627639124
12939546,3184.941752,0.71961260793294109,449290.101662,201.11179069196916674,304363756219040577362449977008877,128976672938359201466642792682597681583663,100030#12939546,0,0xd7c9f3010efdff665ee72580ffa7b4141e56b17e,913948.251443,12.472520768181174492,951354.1609709653743635981176638031,919685.6280678538178471938890634107,946302.5128140832409404598427452285,3184.941752,0.71961260793294109,917133.193195,13.192133376114115582,449290.101662,201.11179069196916674,304363756219040577362449977008877,128976672938359201466642792682597681583663,100030,0,0x700eced5732bdbceab66e3967c7c20e45e8ea508,197640,199800,913948.251443,12.472520768181174492,3582607365135480390676883681194631,1634939067671736303909366302196754439311047,12939546,180885386570888954,913948.251443,12.472520768181174492,946302.5128140832409404598427452285,0x92398ef9a9775c0f0b4dff58999ad75067a1a7335c69f8ebf7401fa9219170da#173765,917133.193195,13.192133376114115582,951354.1609709653743635981176638031,0x92398ef9a9775c0f0b4dff58999ad75067a1a7335c69f8ebf7401fa9219170da#173766,,,,,,
16677827,3184.941752,0.71961260793294109,449290.101662,201.11179069196916674,304363756219040577362449977008877,128976672938359201466642792682597681583663,100030#16677827,0,0x700eced5732bdbceab66e3967c7c20e45e8ea508,913948.251443,12.472520768181174492,951354.1609709653743635981176638031,919685.6280678538178471938890634107,946302.5128140832409404598427452285,3184.941752,0.71961260793294109,917133.193195,13.192133376114115582,449290.101662,201.11179069196916674,304363756219040577362449977008877,128976672938359201466642792682597681583663,100030,0,0x700eced5732bdbceab66e3967c7c20e45e8ea508,197640,199800,913948.251443,12.472520768181174492,3582607365135480390676883681194631,1634939067671736303909366302196754439311047,16677827,,,,,,,,,,,,,,,
12926327,0,0,449290.101662,201.11179069196916674,298372230100605811519854909016269,127622934606392813464616270840020407002057,100030#12926327,180885386570888954,0xd7c9f3010efdff665ee72580ffa7b4141e56b17e,0,0,951354.1609709653743635981176638031,919685.6280678538178471938890634107,946302.5128140832409404598427452285,3184.941752,0.71961260793294109,917133.193195,13.192133376114115582,449290.101662,201.11179069196916674,304363756219040577362449977008877,128976672938359201466642792682597681583663,100030,0,0x700eced5732bdbceab66e3967c7c20e45e8ea508,197640,199800,913948.251443,12.472520768181174492,3582607365135480390676883681194631,1634939067671736303909366302196754439311047,12926327,,,,,,,,,,180885386570888954,449290.101662,201.11179069196916674,919685.6280678538178471938890634107,0x2922b905a29505b6dd427c29e389d1a2efab4b91a15272fbd99fed894a5b3d16#171199,1627639124
12939546,3184.941752,0.71961260793294109,449290.101662,201.11179069196916674,304363756219040577362449977008877,128976672938359201466642792682597681583663,100030#12939546,0,0xd7c9f3010efdff665ee72580ffa7b4141e56b17e,913948.251443,12.472520768181174492,951354.1609709653743635981176638031,919685.6280678538178471938890634107,946302.5128140832409404598427452285,3184.941752,0.71961260793294109,917133.193195,13.192133376114115582,449290.101662,201.11179069196916674,304363756219040577362449977008877,128976672938359201466642792682597681583663,100030,0,0x700eced5732bdbceab66e3967c7c20e45e8ea508,197640,199800,913948.251443,12.472520768181174492,3582607365135480390676883681194631,1634939067671736303909366302196754439311047,12939546,180885386570888954,913948.251443,12.472520768181174492,946302.5128140832409404598427452285,0x92398ef9a9775c0f0b4dff58999ad75067a1a7335c69f8ebf7401fa9219170da#173765,917133.193195,13.192133376114115582,951354.1609709653743635981176638031,0x92398ef9a9775c0f0b4dff58999ad75067a1a7335c69f8ebf7401fa9219170da#173766,,,,,,
16677827,3184.941752,0.71961260793294109,449290.101662,201.11179069196916674,304363756219040577362449977008877,128976672938359201466642792682597681583663,100030#16677827,0,0x700eced5732bdbceab66e3967c7c20e45e8ea508,913948.251443,12.472520768181174492,951354.1609709653743635981176638031,919685.6280678538178471938890634107,946302.5128140832409404598427452285,3184.941752,0.71961260793294109,917133.193195,13.192133376114115582,449290.101662,201.11179069196916674,304363756219040577362449977008877,128976672938359201466642792682597681583663,100030,0,0x700eced5732bdbceab66e3967c7c20e45e8ea508,197640,199800,913948.251443,12.472520768181174492,3582607365135480390676883681194631,1634939067671736303909366302196754439311047,16677827,,,,,,,,,,,,,,,
12926349,0,0,6273.876462,0.999999999946209413,452264811820145627076534670191646,206838639670150025182378852571526709547466,100033#12926349,1154220065319226,0xd239ab0613eea4b09c87b94089f709bd5f61e8d9,0,0,8785.626607468552685894587531858769,8614.945631195212163303073279993171,8717.376496999999999999999999999999,36.35756,0.01167460808010432,8753.734057,0.01167460808010432,6273.876462,0.999999999946209413,462983596954087853381331532558308,210280499147158406916272684283851110737721,100033,0,0xd239ab0613eea4b09c87b94089f709bd5f61e8d9,197880,201120,8717.376497,0,3582607365135480390676883681194631,1634939067671736303909366302196754439311047,12926349,,,,,,,,,,1154220065319226,6273.876462,0.999999999946209413,8614.945631195212163303073279993171,0xcc9d076cf124c2de35c39bb4478ae92b1f551511dfef2d1c9c466fa1d5fd3d3d#171204,1627639520
12961815,36.35756,0.01167460808010432,6273.876462,0.999999999946209413,462983596954087853381331532558308,210280499147158406916272684283851110737721,100033#12961815,958002654214958,0xd239ab0613eea4b09c87b94089f709bd5f61e8d9,1481.954004,0,8785.626607468552685894587531858769,8614.945631195212163303073279993171,8717.376496999999999999999999999999,36.35756,0.01167460808010432,8753.734057,0.01167460808010432,6273.876462,0.999999999946209413,462983596954087853381331532558308,210280499147158406916272684283851110737721,100033,0,0xd239ab0613eea4b09c87b94089f709bd5f61e8d9,197880,201120,8717.376497,0,3582607365135480390676883681194631,1634939067671736303909366302196754439311047,12961815,196217411104268,1481.954004,0,1481.954004,0xf7c01d0ddb15239d800c1f01ae832e27c1ec07f42d025935f028524c0ae2bf92#178827,1518.311564,0.01167460808010432,1550.20411446855268589458753185877,0xf7c01d0ddb15239d800c1f01ae832e27c1ec07f42d025935f028524c0ae2bf92#178829,,,,,,
12977869,36.35756,0.01167460808010432,6273.876462,0.999999999946209413,462983596954087853381331532558308,210280499147158406916272684283851110737721,100033#12977869,718501990661219,0xd239ab0613eea4b09c87b94089f709bd5f61e8d9,3290.809627,0,8785.626607468552685894587531858769,8614.945631195212163303073279993171,8717.376496999999999999999999999999,36.35756,0.01167460808010432,8753.734057,0.01167460808010432,6273.876462,0.999999999946209413,462983596954087853381331532558308,210280499147158406916272684283851110737721,100033,0,0xd239ab0613eea4b09c87b94089f709bd5f61e8d9,197880,201120,8717.376497,0,3582607365135480390676883681194631,1634939067671736303909366302196754439311047,12977869,0,0,0,0,0xf7c01d0ddb15239d800c1f01ae832e27c1ec07f42d025935f028524c0ae2bf92#178828,1808.855623,0,1808.855623,0x8280ac46bea09200c65ebe9a1273dc0591b7d6a5b17dfa0f32f9d751c670f7f1#182152,,,,,,
13133362,36.35756,0.01167460808010432,6273.876462,0.999999999946209413,462983596954087853381331532558308,210280499147158406916272684283851110737721,100033#13133362,0,0xd239ab0613eea4b09c87b94089f709bd5f61e8d9,8717.376497,0,8785.626607468552685894587531858769,8614.945631195212163303073279993171,8717.376496999999999999999999999999,36.35756,0.01167460808010432,8753.734057,0.01167460808010432,6273.876462,0.999999999946209413,462983596954087853381331532558308,210280499147158406916272684283851110737721,100033,0,0xd239ab0613eea4b09c87b94089f709bd5f61e8d9,197880,201120,8717.376497,0,3582607365135480390676883681194631,1634939067671736303909366302196754439311047,13133362,239500663553739,1808.855623,0,1808.855623,0x8280ac46bea09200c65ebe9a1273dc0591b7d6a5b17dfa0f32f9d751c670f7f1#182150,5426.56687,0,5426.566869999999999999999999999999,0x4d7fcd4798f56d5255eabea50862111ccb240d09aa2fda47e0212fd9bf3271e6#207288,,,,,,
