id;owner;pool_id;position_amountCollectedUSD;position_amountDepositedUSD;position_amountWithdrawnUSD;position_id;position_liquidity;position_withdrawnToken0;position_withdrawnToken1;position_token0.id;position_token1.id;event_amount;event_amount0;event_amount1;event_amountUSD;event_timestamp;price_0;price_1;initialValue;HODLValue;finalValue;event_fees0;event_fees1;lossVersusHODLFees;lossVersusHODLExact;lossVersusHODLEst;weightedDurationSeconds;IL_initial;IL_final;absolute_return;relative_return;IL_total_abs;IL_total_rel;IL_annualized;relativeBurnSize;priceQuotient;IL_formula;IL_formula_total;IL_annualized_total;event_feesUSD;price0_lower;price1_lower;price0_upper;price1_upper
102244#12964997;0xe221ef492455d944bb138157d03f101a2b00197f;0x6c6bc977e13df9b0de53b251522280bb72383700;283.9607863966985;283.92361226432564;283.89140642671396;102244;0;134.894192426713950285;148.997214;0x6b175474e89094c44da98b954eedeac495271d0f;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;2.8397357255397062e+17;134.89419242671394;148.997214;283.89140642671396;1628166792.0;1.0;1.0;283.92361226432564;283.92361226432564;283.89140642671396;0.04743196998451691;0.021948;0.03717413237283264;-0.032205837611684274;-0.032205837611684274;311883.0;-0.00011343134639221715;-0.0001134442145222108;0.037174132372854274;0.00013093004867184525;-0.032205837611684274;-0.00011343134639221715;-0.011413764721099784;1.0;0.9998865686536078;-3.217997814409024e-06;-3.217997814409024e-06;-0.011413764721099784;0.06937996998451691;0.9994028521922611;1.0005975046063047;1.001403557901868;0.9985984093118175
102905#16357416;0xb1ed26254e15f2e5698a9e398629909a129972d3;0x6c6bc977e13df9b0de53b251522280bb72383700;346.4071464706564;339.3342176148055;339.2785401501766;102905;0;249.579116150176606005;89.699424;0x6b175474e89094c44da98b954eedeac495271d0f;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;;;;;;1.0;1.0;0.0;0.0;0.0;3.6091363204797933;3.51947;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.128606320479793;0.9994028521922611;1.0005975046063047;1.001403557901868;0.9985984093118175
106475#17948957;0xc8fb1def1d3b4065a007c71b21c3c87d9986a0cf;0x6c6bc977e13df9b0de53b251522280bb72383700;215368.5877814231;210521.86311771043;210519.33225945896;106475;0;104646.118217458962204957;105873.214042;0x6b175474e89094c44da98b954eedeac495271d0f;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;2.1058224776711003e+20;104646.11821745896;105873.214042;210519.33225945896;1692449783.0;1.0;1.0;210521.86311771045;210521.86311771045;210519.33225945896;2430.5687829641324;2418.686739;4846.724663712634;-2.530858251499012;-2.530858251499012;64104076.0;-1.2021830958639754e-05;-1.2021975484796822e-05;4846.724663712666;0.023022429081404654;-2.530858251499012;-1.2021830958639756e-05;-5.918279695538153e-06;1.0;0.9999879781690414;-3.614238238787018e-08;-3.614238238787018e-08;-5.918279695538153e-06;4849.255521964133;0.9994028521922611;1.0005975046063047;1.001403557901868;0.9985984093118175
107633#15092225;0x0dcdc764ce90c21b794244362564fda486192385;0x6c6bc977e13df9b0de53b251522280bb72383700;452.1745499327067;447.7785454604669;447.76187667738424;107633;0;271.570431677384258651;176.191445;0x6b175474e89094c44da98b954eedeac495271d0f;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;2.2400861335129014e+17;271.57043167738425;176.191445;447.76187667738424;1657153859.0;1.0;1.0;447.77854546046694;447.77854546046694;447.76187667738424;2.227206255322449;2.185467;4.396004472239742;-0.01666878308270725;-0.01666878308270725;28690977.0;-3.722550633944763e-05;-3.722689212935659e-05;4.396004472239838;0.00981736288351928;-0.01666878308270725;-3.7225506339447635e-05;-4.0946294238453085e-05;1.0;0.9999627744936606;-1.733190560254913e-07;-1.733190560254913e-07;-4.0946294238453085e-05;4.412673255322449;0.9984039987918403;1.001598552499881;1.0024054122115602;0.9976003599120108
109220#15371418;0x107f1a87bb6931cddd77324ae5f94b145426f910;0x6c6bc977e13df9b0de53b251522280bb72383700;381758.82312221586;378225.0969949207;378181.98082095076;109220;0;378181.980820950768047117;0;0x6b175474e89094c44da98b954eedeac495271d0f;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;7.567432120485965e+20;378181.98082095076;0.0;378181.98082095076;1660913963.0;1.0;1.0;378225.09699492075;378225.09699492075;378181.98082095076;1808.5841862650977;1768.258115;3533.7261272951087;-43.11617396998918;-43.11617396998918;32236161.0;-0.00011399606824760281;-0.00011400906483273833;3533.726127295173;0.00934291816003587;-43.11617396998918;-0.00011399606824760282;-0.00011160934398157796;1.0;0.9998860039317524;-6.499429356172852e-06;-6.499429356172852e-06;-0.00011160934398157796;3576.842301265098;1.000402704895686;0.999597457210266;1.001403557901868;0.9985984093118175
110308#16211791;0x3af42e1100715a6e56abcadb3f7d700999fa6689;0x6c6bc977e13df9b0de53b251522280bb72383700;189.48863922531797;185.83110477978627;185.808713913118;110308;0;137.149514913118005662;48.659199;0x6b175474e89094c44da98b954eedeac495271d0f;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;1.8587174004709443e+17;137.149514913118;48.659199;185.808713913118;1671369095.0;1.0;1.0;185.8311047797863;185.8311047797863;185.808713913118;1.8619853121999737;1.81794;3.6575344455316703;-0.022390866668303033;-0.022390866668303033;42526081.0;-0.00012049041356578423;-0.00012050493325502884;3.657534445531695;0.019682035738128715;-0.022390866668303033;-0.00012049041356578425;-8.942525371524734e-05;1.0;0.9998795095864342;-3.6310114119952184e-06;-3.6310114119952184e-06;-8.942525371524734e-05;3.6799253121999733;0.9994028521922611;1.0005975046063047;1.001403557901868;0.9985984093118175
111010#17560112;0xdedaa514b89fee98d5147ef963e800d4390b6384;0x6c6bc977e13df9b0de53b251522280bb72383700;1594.8068286141838;1560.1409842881649;1560.0040937794763;111010;0;810.612839931186070427;749.396926;0x6b175474e89094c44da98b954eedeac495271d0f;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;0.0;0.0;0.0;0.0;1687740095.0;1.0;1.0;0.0;0.0;0.0;17.497496271027735;17.305361;0.0;0.0;0.0;0.0;0.0;0.0;34.66584432601894;0.022219686986708894;-0.13689050868856611;-8.774239640337647e-05;0.0;0.0;0.0;0.0;-1.7691649757616898e-06;-4.7105999258389986e-05;34.80285727102773;0.9994028521922611;1.0005975046063047;1.001403557901868;0.9985984093118175
111010#17560118;0xdedaa514b89fee98d5147ef963e800d4390b6384;0x6c6bc977e13df9b0de53b251522280bb72383700;1594.8068286141838;1560.1409842881649;1560.0040937794763;111010;0;810.612839931186070427;749.396926;0x6b175474e89094c44da98b954eedeac495271d0f;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;1.5604895529068882e+18;810.612839931186;749.396926;1560.0040937794763;1687740167.0;1.0;1.0;1560.1409842881649;1560.1409842881649;1560.009765931186;0.0;0.0;-0.13689050868856611;-0.13689050868856611;-0.13121835697893403;58787389.0;-8.774239640337647e-05;-8.775009580706721e-05;34.66584432601894;0.022219686986708894;-0.13689050868856611;-8.774239640337647e-05;-4.7105999258389986e-05;1.0;0.9999158932697106;-1.7691649757616898e-06;-1.7691649757616898e-06;-4.7105999258389986e-05;0.0;0.9994028521922611;1.0005975046063047;1.001403557901868;0.9985984093118175
111181#14962774;0xbe7c83c90fc7b73e83fe72b75885a7609f921b00;0x6c6bc977e13df9b0de53b251522280bb72383700;354560.8672069742;347700.89163309545;347902.2811047226;111181;0;239125.144155989508612518;108598.80545;0x6b175474e89094c44da98b954eedeac495271d0f;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;3.478423035063655e+20;239125.14415598952;108598.80545;347902.2811047226;1655225647.0;1.0;1.0;347767.9993849742;347767.9993849742;347723.9496059895;3365.4713587804326;3290.604888;6790.357966528829;134.28171974839643;-44.04977898468496;26243914.0;0.00038612442773881703;0.00038597539321099213;6859.975573878735;0.019729531154373887;134.28171974839643;0.00038619895139669236;0.0004641431521625883;1.0;0.9998733357322623;-4.0126709009335265e-06;-4.0126709009335265e-06;0.0004641431521625883;6656.0762467804325;0.9994028521922611;1.0005975046063047;1.001403557901868;0.9985984093118175
111816#15293918;0xb605ab89b33f18cdb129ea16f75ca5d0417feed4;0x6c6bc977e13df9b0de53b251522280bb72383700;13099.66953926441;12852.177703663656;12852.264086540406;111816;0;8774.653318608105788164;4075.912162;0x6b175474e89094c44da98b954eedeac495271d0f;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;1.285493739177823e+19;8774.653318608105;4075.912162;12852.264086540406;1659858635.0;1.0;1.0;12852.177703663656;12852.177703663656;12850.565480608106;125.05371570396761;122.327529;247.4676275807182;0.08638287675057654;-1.6122230555502028;30773023.0;6.7212637999824845e-06;6.721218624899049e-06;247.4918356007547;0.01925680155591098;0.08638287675057654;6.7212637999824845e-06;6.892580785899938e-06;1.0;0.9998745564298344;-3.9356962576894795e-06;-3.9356962576894795e-06;6.892580785899938e-06;247.3812447039676;0.9994028521922611;1.0005975046063047;1.001403557901868;0.9985984093118175
